pari_name,section,er2_name,status,note,summary
ellisisom,12,ellisisom,namespace,,"return 0 if the elliptic curves E and F defined over the same number field are not isomorphic, otherwise return [u,r,s,t…"
ellisogeny,12,ellisogeny,namespace,,compute the image and isogeny corresponding to the quotient of E by the subgroup G
ellisogenyapply,12,ellisogenyapply,namespace,,"given an isogeny f and g either a point P (in the domain of f) or an isogeny, apply f to g: return the image of P under …"
ellisomat,12,ellisomat,namespace,,"E being an elliptic curve over a number field K, returns a list of representatives of the isomorphism classes of ellipti…"
ellisoncurve,12,ellisoncurve,namespace,,"true(1) if z is on elliptic curve E, false(0) if not"
ellisotree,12,ellisotree,namespace,,"E being an elliptic curve over Q or a set of isogenous rational curves as given by ellisomat, return minimal models of t…"
ellissupersingular,12,ellissupersingular,namespace,,"return 1 if the elliptic curve E, defined over a number field or a finite field, is supersingular at p, and 0 otherwise"
ellj,12,ellj,namespace,,elliptic j invariant of x
ellL1,12,ell_l1,namespace,renamed for PEP 8,returns the value at s=1 of the derivative of order r of the L-function of the elliptic curve E
elllocalred,12,elllocalred,namespace,,"E being an elliptic curve, returns [f,kod,[u,r,s,t],c], where f is the conductor's exponent, kod is the Kodaira type for…"
elllog,12,elllog,namespace,,return the discrete logarithm of the point P of the elliptic curve E in base G
elllseries,12,elllseries,namespace,,"L-series at s of the elliptic curve E, where A a cut-off point close to 1"
ellmaninconstant,12,ellmaninconstant,namespace,,let E be an elliptic curve over Q given by ellinit or a rational isogeny class given by ellisomat
ellminimaldisc,12,ellminimaldisc,namespace,,"E being an elliptic curve defined over a number field output by ellinit, return the minimal discriminant ideal of E"
ellminimalmodel,12,ellminimalmodel,namespace,,determines whether the elliptic curve E defined over a number field admits a global minimal model
ellminimaltwist,12,ellminimaltwist,namespace,,"E being an elliptic curve defined over Q, return a discriminant D such that the twist of E by D is minimal among all pos…"
ellmoddegree,12,ellmoddegree,namespace,,"e being an elliptic curve defined over Q output by ellinit, compute the modular degree of e divided by the square of the…"
ellmodulareqn,12,ellmodulareqn,namespace,,"given a prime N < 500, return a vector [P, t] where P(x,y) is a modular equation of level N"
ellmul,12,ellmul,namespace,,n times the point z on elliptic curve E (n in Z)
ellneg,12,ellneg,namespace,,opposite of the point z on elliptic curve E
ellnonsingularmultiple,12,ellnonsingularmultiple,namespace,,"given E/Q and P in E(Q), returns the pair [R,n] where n is the least positive integer such that R = [n]P has everywhere …"
ellorder,12,ellorder,namespace,,"order of the point z on the elliptic curve E over a number field or a finite field, 0 if nontorsion"
ellordinate,12,ellordinate,namespace,,y-coordinates corresponding to x-ordinate x on elliptic curve E
ellpadicbsd,12,ellpadicbsd,namespace,,"returns [r,Lp] where r is the (conjectural) analytic rank of the p-adic L-function attached to the quadratic twist E_D a…"
ellpadicfrobenius,12,ellpadicfrobenius,namespace,,matrix of the Frobenius at p>2 in the standard basis of H^1_dR(E) to absolute p-adic precision p^n
ellpadicheight,12,ellpadicheight,namespace,,"E elliptic curve/Q, P in E(Q), p prime, n an integer; returns the cyclotomic p-adic heights of P"
ellpadicheightmatrix,12,ellpadicheightmatrix,namespace,,gives the height-pairing matrix for vector of points Q on elliptic curve E
ellpadicL,12,ellpadic_l,namespace,renamed for PEP 8,"returns the value on a character of Z_{p}^* represented by an integer s or a vector [s1,s2] of the derivative of order r…"
ellpadiclambdamu,12,ellpadiclambdamu,namespace,,"returns the Iwasawa invariants for the p-adic L-function attached to E, twisted by (D,.) and the i-th power of the Teich…"
ellpadiclog,12,ellpadiclog,namespace,,returns the logarithm of P (in the kernel of reduction) to relative p-adic precision p^n
ellpadicregulator,12,ellpadicregulator,namespace,,"E elliptic curve/Q, S a vector of points in E(Q), p prime, n an integer; returns the p-adic cyclotomic regulator of the …"
ellpadics2,12,ellpadics2,namespace,,returns s2 to absolute p-adic precision p^n
ellperiods,12,ellperiods,namespace,,"w describes a complex period lattice ([w1,w2] or an ellinit structure)"
ellpointtoz,12,ellpointtoz,namespace,,lattice point z corresponding to the point P on the elliptic curve E
ellpow,12,ellpow,namespace,,deprecated alias for ellmul
ellrank,12,ellrank,namespace,,"if E is an elliptic curve over Q, attempts to compute the Mordell-Weil group attached to the curve"
ellrankinit,12,ellrankinit,namespace,,"if E is an elliptic curve over Q, initialize data for further calls to ellrank"
ellratpoints,12,ellratpoints,namespace,,"E being an rational model of an elliptic curve, return a vector containing the affine rational points on the curve of na…"
ellrootno,12,ellrootno,namespace,,"root number for the L-function of the elliptic curve E/Q at a prime p (including 0, for the infinite place); global root…"
ellsaturation,12,ellsaturation,namespace,,let E be an elliptic curve over Q and V be a vector of independent rational points on E of infinite order that generate …
ellsea,12,ellsea,namespace,,"computes the order of the group E(Fq) for the elliptic curve E, defined over a finite field, using SEA algorithm, with e…"
ellsearch,12,ellsearch,namespace,,"returns all curves in the elldata database matching constraint N: given name (N = ""11a1"" or [11,0,1]), given isogeny cla…"
ellsigma,12,ellsigma,namespace,,"computes the value at z of the Weierstrass sigma function attached to the lattice L, as given by ellperiods(,1)"
ellsub,12,ellsub,namespace,,difference of the points z1 and z2 on elliptic curve E
ellsupersingularj,12,ellsupersingularj,namespace,,"return a random supersingular j-invariant defined over F_p^2 if p is prime number, over the (finite) field of definition…"
elltamagawa,12,elltamagawa,namespace,,"E being an elliptic curve over a number field, returns the global Tamagawa number of the curve"
elltaniyama,12,elltaniyama,namespace,,modular parametrization of elliptic curve E/Q
elltatepairing,12,elltatepairing,namespace,,computes the Tate pairing of the two points P and Q on the elliptic curve E
elltors,12,elltors,namespace,,"torsion subgroup of elliptic curve E: order, structure, generators"
elltrace,12,elltrace,namespace,,sum of the Galois conjugates of the point P on elliptic curve E
elltwist,12,elltwist,namespace,,returns an ell structure for the twist of the elliptic curve E by the quadratic extension defined by P (when P is a poly…
ellweilcurve,12,ellweilcurve,namespace,,let E be an elliptic curve over Q given by ellinit or a rational isogeny class given by ellisomat
ellweilpairing,12,ellweilpairing,namespace,,computes the Weil pairing of the two points of m-torsion P and Q on the elliptic curve E
ellwp,12,ellwp,namespace,,"computes the value at z of the Weierstrass P function attached to the lattice w, as given by ellperiods"
ellxn,12,ellxn,namespace,,"return polynomials [A,B] in the variable v such that x([n]P) = (A/B)(t) for any P = [t,u] on E outside of n-torsion"
ellzeta,12,ellzeta,namespace,,"computes the value at z of the Weierstrass Zeta function attached to the lattice w, as given by ellperiods(,1)"
ellztopoint,12,ellztopoint,namespace,,inverse of ellpointtoz
genus2igusa,12,genus2igusa,namespace,,"let PQ be a polynomial P, resp"
genus2red,12,genus2red,namespace,,"let PQ be a polynomial P, resp"
hyperellchangecurve,12,hyperellchangecurve,namespace,,"C being a nonsingular hyperelliptic model of a curve, apply the change of coordinate given by m"
hyperellcharpoly,12,hyperellcharpoly,namespace,,"X being a nonsingular hyperelliptic curve defined over a finite field, return the characteristic polynomial of the Frobe…"
hyperelldisc,12,hyperelldisc,namespace,,"X being a nonsingular hyperelliptic model of a curve, defined over a field of characteristic distinct from 2, returns it…"
hyperellisoncurve,12,hyperellisoncurve,namespace,,"X being a nonsingular hyperelliptic model of a curve, test whether the point p is on the curve"
hyperellminimaldisc,12,hyperellminimaldisc,namespace,,"C being a nonsingular integral hyperelliptic model of a curve, return the minimal discrminant of an integral model of C"
hyperellminimalmodel,12,hyperellminimalmodel,namespace,,"C being a nonsingular integral hyperelliptic model of a curve, return an integral model of C with minimal discriminant"
hyperellordinate,12,hyperellordinate,namespace,,y-coordinates corresponding to x-ordinate x on hyperelliptic curve H
hyperellpadicfrobenius,12,hyperellpadicfrobenius,namespace,,"Q being a rational polynomial of degree d and X being the curve defined by y^2=Q(x), return the matrix of the Frobenius …"
hyperellratpoints,12,hyperellratpoints,namespace,,"X being a nonsingular hyperelliptic curve given by an rational model, return a vector containing the affine rational poi…"
hyperellred,12,hyperellred,namespace,,"C being a nonsingular integral hyperelliptic model of a curve, return an integral model of C with the same discriminant …"
lfun,13,lfun,namespace,,"compute the L-function value L(s), or if D is set, the derivative of order D at s"
lfunan,13,lfunan,namespace,,"compute the first n terms of the Dirichlet series attached to the L-function given by L (Lmath, Ldata or Linit)"
lfunartin,13,lfunartin,namespace,,returns the Ldata structure attached to the Artin L-function provided by the representation rho of the Galois group of t…
lfuncheckfeq,13,lfuncheckfeq,namespace,,"given an L-function (Lmath, Ldata or Linit), check whether the functional equation is satisfied"
lfunconductor,13,lfunconductor,namespace,,"gives the conductor of the given L-function, expecting to find it in the interval [1,setN]"
lfuncost,13,lfuncost,namespace,,"estimate the cost of running lfuninit(L,sdom,der) at current bit precision"
lfuncreate,13,lfuncreate,namespace,,"given either an object such as a polynomial, elliptic curve, Dirichlet or Hecke character, eta quotient, etc., or an exp…"
lfundiv,13,lfundiv,namespace,,creates the Ldata structure (without initialization) corresponding to the quotient of the Dirichlet series given by L1 a…
lfundual,13,lfundual,namespace,,creates the Ldata structure (without initialization) corresponding to the dual L-function of L
lfunetaquo,13,lfunetaquo,namespace,,"returns the Ldata structure attached to the modular form z->prod(i=1,#M[,1],eta(M[i,1]*z)^M[i,2])"
lfuneuler,13,lfuneuler,namespace,,"return the Euler factor at p of the L-function given by L (Lmath, Ldata or Linit) assuming the L-function admits an Eule…"
lfungenus2,13,lfungenus2,namespace,,returns the Ldata structure attached to the L-function attached to the genus-2 curve defined by y^2=F(x) or y^2+Q(x)*y=P…
lfunhardy,13,lfunhardy,namespace,,"variant of the Hardy L-function attached to L, used for plotting on the critical line"
lfuninit,13,lfuninit,namespace,,"precompute data for evaluating the L-function given by 'L' (and its derivatives of order der, if set) in rectangular dom…"
lfunlambda,13,lfunlambda,namespace,,"compute the completed L function Lambda(s), or if D is set, the derivative of order D at s"
lfunmfspec,13,lfunmfspec,namespace,,"L corresponding to a modular eigenform, returns [ve,vo,om,op] in even weight, where ve (resp., vo) is the vector of even…"
lfunmul,13,lfunmul,namespace,,creates the Ldata structure (without initialization) corresponding to the product of the Dirichlet series given by L1 an…
lfunorderzero,13,lfunorderzero,namespace,,computes the order of the possible zero of the L-function at the center k/2 of the critical strip
lfunparams,13,lfunparams,namespace,,"returns the parameters [N, k, vga] of the L-function defined by ldata (see lfuncreate)"
lfunqf,13,lfunqf,namespace,,returns the Ldata structure attached to the theta function of the lattice attached to the definite positive quadratic fo…
lfunrootres,13,lfunrootres,namespace,,"given the Ldata attached to an L-function (or the output of lfunthetainit), compute the root number and the residues"
lfunshift,13,lfunshift,namespace,,creates the Ldata structure (without initialization) corresponding to the function Ld such that Ld(s) = L(s-d)
lfunsympow,13,lfunsympow,namespace,,returns the Ldata structure attached to the L-function attached to m-th symmetric power of the elliptic curve E defined …
lfuntheta,13,lfuntheta,namespace,,compute the value of the m-th derivative at t of the theta function attached to the L-function given by data
lfunthetacost,13,lfunthetacost,namespace,,"estimates the cost of running lfunthetainit(L,tdom,m) at current bit precision"
lfunthetainit,13,lfunthetainit,namespace,,precompute data for evaluating the m-th derivative of theta functions with argument in domain tdom (by default t is real…
lfuntwist,13,lfuntwist,namespace,,creates the Ldata structure (without initialization) corresponding to the twist of L by the primitive character attached…
lfunzeros,13,lfunzeros,namespace,,"lim being either an upper limit or a real interval, computes an ordered list of zeros of L(s) on the critical line up to…"
hgmalpha,14,hgmalpha,namespace,,returns the alpha and beta parameters of the hypergeometric motive template H
hgmbydegree,14,hgmbydegree,namespace,,"outputs [L(0),...,L(n-1)] where L(w) is the list of cyclotomic parameters of all possible hypergeometric motive template…"
hgmcoef,14,hgmcoef,namespace,,"(H,t) being a hypergeometric motive, returns the n-th coefficient of its L-function"
hgmcoefs,14,hgmcoefs,namespace,,"(H,t) being a hypergeometric motive, returns the first n coefficients of its L-function, where Euler factors at wild pri…"
hgmcyclo,14,hgmcyclo,namespace,,"returns the cyclotomic parameters (D,E) of the hypergeometric motive template H"
hgmeulerfactor,14,hgmeulerfactor,namespace,,"(H,t) being a hypergeometric motive, returns the Euler factor P_p at the prime p; if present, set e to the valuation of …"
hgmgamma,14,hgmgamma,namespace,,returns the gamma vector of the hypergeometric motive template H
hgminit,14,hgminit,namespace,,Create the template for a hypergeometric motive with parameters a and possibly b
hgmissymmetrical,14,hgmissymmetrical,namespace,,is the hypergeometric motive template H symmetrical at t=1?
hgmparams,14,hgmparams,namespace,,"H being a hypergeometric motive template, returns [d, w, [P, T], M], where d is the degree, w the weight, P the Hodge po…"
hgmtwist,14,hgmtwist,namespace,,twist by 1/2 of alpha and beta of the hypergeometric motive template H
lfunhgm,14,lfunhgm,namespace,,"(H,t) being a hypergeometric motive, returns the corresponding lfuncreate data for use with the L function package"
lfunmf,15,lfunmf,namespace,,"If F is a modular form in mf, output the L-functions corresponding to its complex embeddings"
mfatkin,15,mfatkin,namespace,,"Given an mfatk output by mfatk = mfatkininit(mf,Q) and a modular form f belonging to the space mf, returns the modular f…"
mfatkineigenvalues,15,mfatkineigenvalues,namespace,,"given a modular form space mf and a primitive divisor Q of the level of mf, outputs the corresponding Atkin-Lehner eigen…"
mfatkininit,15,mfatkininit,namespace,,"initializes data necessary for working with Atkin--Lehner operators W_Q, for now only the function mfatkin"
mfbasis,15,mfbasis,namespace,,"If NK=[N,k,CHI] as in mfinit, gives a basis of the corresponding subspace of M_k(G_0(N),CHI)"
mfbd,15,mfbd,namespace,,"F being a generalized modular form, return B(d)(F), where B(d) is the expanding operator tau -> d tau"
mfbracket,15,mfbracket,namespace,,compute the m-th Rankin-Cohen bracket of the generalized modular forms F and G
mfcoef,15,mfcoef,namespace,,Compute the n-th Fourier coefficient a(n) of the generalized modular form F
mfcoefs,15,mfcoefs,namespace,,"Compute the vector of coefficients [a[0],a[d],...,a[nd]] of the modular form F"
mfconductor,15,mfconductor,namespace,,"mf being output by mfinit and F a modular form, gives the smallest level at which F is defined"
mfcosets,15,mfcosets,namespace,,"list of right cosets of G_0(N)\G, i.e., matrices g_j in G such that G = U G_0(N) g_j"
mfcuspisregular,15,mfcuspisregular,namespace,,"In the space defined by NK = [N,k,CHI] or NK = mf, determine if cusp in canonical format (oo or denominator dividing N) …"
mfcusps,15,mfcusps,namespace,,list of cusps of G_0(N) in the form a/b with b dividing N
mfcuspval,15,mfcuspval,namespace,,"valuation of modular form F in the space mf at cusp, which can be either oo or any rational number"
mfcuspwidth,15,mfcuspwidth,namespace,,width of cusp in Gamma_0(N)
mfDelta,15,mf_delta,namespace,renamed for PEP 8,mf corresponding to the Ramanujan Delta function
mfderiv,15,mfderiv,namespace,,"m-th formal derivative of the power series corresponding to the generalized modular form F, with respect to the differen…"
mfderivE2,15,mfderiv_e2,namespace,renamed for PEP 8,"compute the Serre derivative (q.d/dq)F - kE_2F/12 of the generalized modular form F of weight k; and if m > 1, the m-th …"
mfdescribe,15,mfdescribe,namespace,,"gives a human-readable description of F, which is either a modular form space or a modular form"
mfdim,15,mfdim,namespace,,"If NK=[N,k,CHI] as in mfinit, gives the dimension of the corresponding subspace of M_k(G_0(N),chi)"
mfdiv,15,mfdiv,namespace,,compute F/G for two modular forms F and G assuming that the quotient will not have poles at infinity
mfEH,15,mf_eh,namespace,renamed for PEP 8,"k>0 being in 1/2+Z, mf corresponding to the Cohen-Eisenstein series H_k of weight k on G_0(4)"
mfeigenbasis,15,mfeigenbasis,namespace,,vector of the eigenforms for the space mf
mfeigensearch,15,mfeigensearch,namespace,,search for normalized rational eigen cuspforms with quadratic characters given a few initial coefficients
mfeisenstein,15,mfeisenstein,namespace,,"create the Eisenstein E_k(CHI1,CHI2), where an omitted character is considered as trivial"
mfEk,15,mf_ek,namespace,renamed for PEP 8,mf corresponding to the standard Eisenstein series E_k for nonnegative even integer k
mfembed,15,mfembed,namespace,,"if v is omitted, f must be a modular form or a modular form space with parameters [N,k,chi] and we return a vector of co…"
mfeval,15,mfeval,namespace,,computes the numerical value of the modular form F at the point vtau or the vector vtau of points in the completed upper…
mffields,15,mffields,namespace,,"If mf is output by mfinit, gives the vector of polynomials defining each Galois orbit of the new space"
mffromell,15,mffromell,namespace,,"E being an elliptic curve defined over Q given by an integral model in ellinit format, computes a 3-component vector [mf…"
mffrometaquo,15,mffrometaquo,namespace,,modular form corresponding to the eta quotient matrix eta
mffromlfun,15,mffromlfun,namespace,,"L being an L-function representing a self-dual modular form, return [NK,space,v] where mf=mfinit(NK,space) contains the …"
mffromqf,15,mffromqf,namespace,,"Q being an even positive definite quadratic form and P a homogeneous spherical polynomial for Q, computes a 3-component …"
mfgaloisprojrep,15,mfgaloisprojrep,namespace,,"mf being an mf output by mfinit in weight 1, and F an eigenform, returns a polynomial defining the field fixed by the ke…"
mfgaloistype,15,mfgaloistype,namespace,,"NK being either [N,1,CHI] or an mf output by mfinit in weight 1 , gives the vector of types of Galois representations at…"
mfhecke,15,mfhecke,namespace,,"F being a modular form in space mf, returns T(n)F, where T(n) is the n-th Hecke operator"
mfheckemat,15,mfheckemat,namespace,,"if vecn is an integer, matrix of the Hecke operator T(n) on the basis formed by mfbasis(mf), if it is a vector, vector o…"
mfinit,15,mfinit,namespace,,Create the space of modular forms corresponding to the data contained in NK and space
mfisCM,15,mfis_cm,namespace,renamed for PEP 8,Tests whether the eigenform F is a CM form
mfisequal,15,mfisequal,namespace,,Checks whether the modular forms F and G are equal
mfisetaquo,15,mfisetaquo,namespace,,"if the generalized modular form f is a holomorphic eta quotient, return the eta quotient matrix, else return 0"
mfkohnenbasis,15,mfkohnenbasis,namespace,,"mf being a cuspidal space of half-integral weight k >= 3/2, gives a basis B of the Kohnen + space of mf as a matrix whos…"
mfkohnenbijection,15,mfkohnenbijection,namespace,,"mf being a cuspidal space of half-integral weight returns [mf2,M,K,shi], where M is a matrix giving a Hecke-module isomo…"
mfkohneneigenbasis,15,mfkohneneigenbasis,namespace,,"mf being a cuspidal space of half-integral weight k >= 3/2 and bij being the output of mfkohnenbijection(mf), outputs a …"
mflinear,15,mflinear,namespace,,"vF being a vector of modular forms and v a vector of coefficients of same length, compute the linear combination of the …"
mfmanin,15,mfmanin,namespace,,"Given the modular symbol FS associated to an eigenform F by mfsymbol(mf,F), computes the even and odd special polynomial…"
mfmul,15,mfmul,namespace,,Multiply the two forms F and G
mfnumcusps,15,mfnumcusps,namespace,,number of cusps of Gamma_0(N)
mfparams,15,mfparams,namespace,,"If F is a modular form space, returns [N,k,CHI,space,Phi]: level, weight, character, and space code; where Phi is the cy…"
mfperiodpol,15,mfperiodpol,namespace,,"period polynomial of the cuspidal part of the form f, in other words integral from 0 to ioo of (X-tau)^(k-2)f(tau)"
mfperiodpolbasis,15,mfperiodpolbasis,namespace,,basis of period polynomials for weight k
mfpetersson,15,mfpetersson,namespace,,"Petersson scalar product of the modular forms f and g belonging to the same modular form space mf, given by the correspo…"
mfpow,15,mfpow,namespace,,compute F^n
mfsearch,15,mfsearch,namespace,,"NK being of the form [N,k] with k possibly half-integral, search for a modular form with rational coefficients, of weigh…"
mfshift,15,mfshift,namespace,,Divide the form F by q^s omitting the remainder if there is one; s can be negative
mfshimura,15,mfshimura,namespace,,"F being a modular form of half-integral weight k >= 3/2 and D a positive squarefree integer, computes the Shimura lift G…"
mfslashexpansion,15,mfslashexpansion,namespace,,"g being in M_2^+(Q), computes the Fourier expansion of f|_k g to n terms"
mfspace,15,mfspace,namespace,,"identify the modular space mf, resp"
mfsplit,15,mfsplit,namespace,,"mf containing the new space split the new space into Galois orbits of eigenforms of the newspace and return [vF,vK], whe…"
mfsturm,15,mfsturm,namespace,,"Sturm bound for modular forms on G_0(N) and weight k, i.e., an upper bound for the order of the zero at infinity of a no…"
mfsymbol,15,mfsymbol,namespace,,Initialize data for working with all period polynomials of the modular form f: this is essential for efficiency for func…
mfsymboleval,15,mfsymboleval,namespace,,"evaluation of the modular symbol fs output by mfsymbol on the given path, where path is either a vector [s1,s2] or an in…"
mftaylor,15,mftaylor,namespace,,"F being a modular form in M_k(SL_2(Z)), computes the first n+1 canonical Taylor expansion of F around tau=I"
mfTheta,15,mf_theta,namespace,renamed for PEP 8,"the unary theta function corresponding to the primitive Dirichlet character psi, hence of weight 1/2 if psi is even, of …"
mftobasis,15,mftobasis,namespace,,coefficients of the form F on the basis given by the mfbasis(mf)
mftocoset,15,mftocoset,namespace,,"M being a matrix in SL_2(Z) and Lcosets being mfcosets(N), find the right coset of G_0(N) to which M belongs"
mftonew,15,mftonew,namespace,,"mf being a full or cuspidal space with parameters [N,k,chi] and F a cusp form in that space, returns a vector of 3-compo…"
mftraceform,15,mftraceform,namespace,,"If NK=[N,k,CHI,.] as in mfinit with k integral, gives the trace form in the corresponding subspace of S_k(G_0(N),chi)"
mftwist,15,mftwist,namespace,,"returns the twist of the form F by the integer D, i.e., the form G such that mfcoef(G,n)=(D/n)mfcoef(F,n), where (D/n) i…"
msatkinlehner,16,msatkinlehner,namespace,,"M being a full modular symbol space of level N, as given by msinit, let Q | N, (Q,N/Q) = 1, and let H be a subspace stab…"
mscosets,16,mscosets,namespace,,"gen being a system of generators for a group G and H being a subgroup of finite index of G, return a list of right coset…"
mscuspidal,16,mscuspidal,namespace,,"M being a full modular symbol space, as given by msinit, return its cuspidal part S"
msdim,16,msdim,namespace,,"M being a modular symbol space or subspace, return its dimension as a Q-vector space"
mseisenstein,16,mseisenstein,namespace,,"M being a full modular symbol space, as given by msinit, return its Eisenstein subspace"
mseval,16,mseval,namespace,,"M being a full modular symbol space, as given by msinit, s being a modular symbol from M and p being a path between two …"
msfarey,16,msfarey,namespace,,"F being a Farey symbol attached to a group G contained in SL2(Z) and H a subgroup of G, return a Farey symbol attached t…"
msfromcusp,16,msfromcusp,namespace,,"returns the modular symbol attached to the cusp c, where M is a modular symbol space of level N"
msfromell,16,msfromell,namespace,,"return the [M, x], where M is msinit(N,2) and x is the modular symbol in M attached to the elliptic curve E/Q"
msfromhecke,16,msfromhecke,namespace,,"given a msinit M and a vector v of pairs [p, P] (where p is prime and P is a polynomial with integer coefficients), retu…"
msgetlevel,16,msgetlevel,namespace,,"M being a full modular symbol space, as given by msinit, return its level N"
msgetsign,16,msgetsign,namespace,,"M being a full modular symbol space, as given by msinit, return its sign"
msgetweight,16,msgetweight,namespace,,"M being a full modular symbol space, as given by msinit, return its weight k"
mshecke,16,mshecke,namespace,,"M being a full modular symbol space, as given by msinit, p being a prime number, and H being a Hecke-stable subspace (M …"
msinit,16,msinit,namespace,,"given G a finite index subgroup of SL(2,Z) and a finite dimensional representation V of GL(2,Q), creates a space of modu…"
msissymbol,16,msissymbol,namespace,,"M being a full modular symbol space, as given by msinit, check whether s is a modular symbol attached to M"
mslattice,16,mslattice,namespace,,"M being a full modular symbol space, as given by msinit, H a Q-subspace or a matrix of modular symbols"
msnew,16,msnew,namespace,,"M being a full modular symbol space, as given by msinit, return its new cuspidal subspace"
msomseval,16,msomseval,namespace,,return the vectors of moments of the p-adic distribution attached to the path 'path' via the overconvergent modular symb…
mspadicinit,16,mspadicinit,namespace,,"M being a full modular symbol space, as given by msinit and a prime p, initialize technical data needed to compute with …"
mspadicL,16,mspadic_l,namespace,renamed for PEP 8,given mu from mspadicmoments (p-adic distributions attached to an overconvergent symbol PHI) returns the value on a char…
mspadicmoments,16,mspadicmoments,namespace,,"given Mp from mspadicinit, an overconvergent eigensymbol PHI, and optionally a fundamental discriminant D coprime to p, …"
mspadicseries,16,mspadicseries,namespace,,"given mu from mspadicmoments, returns the attached p-adic series with maximal p-adic precision, depending on the precisi…"
mspathgens,16,mspathgens,namespace,,"M being a full modular symbol space, as given by msinit, return a set of Z[G]-generators for Div^0(P^1 Q)"
mspathlog,16,mspathlog,namespace,,"M being a full modular symbol space, as given by msinit and p being a path between two elements in P^1(Q), return (p_i) …"
mspetersson,16,mspetersson,namespace,,"M being a full modular symbol space, as given by msinit, calculate the intersection product {F,G} of modular symbols F a…"
mspolygon,16,mspolygon,namespace,,"M describes a subgroup G of finite index in the modular group PSL2(Z), as given by msinit or a positive integer N (encod…"
msqexpansion,16,msqexpansion,namespace,,"M being a full modular symbol space, as given by msinit, and projH being a projector on a Hecke-simple subspace, return …"
mssplit,16,mssplit,namespace,,"M being a full modular symbol space, as given by msinit, and H being a subspace (the new subspace if omitted), split H i…"
msstar,16,msstar,namespace,,"M being a full modular symbol space, as given by msinit, return the matrix of the * involution, induced by complex conju…"
mstooms,16,mstooms,namespace,,"given Mp from mspadicinit, lift the (classical) eigen symbol phi to a distribution-valued overconvergent symbol in the s…"
parploth,17,parploth,python,use Matplotlib,parallel version of ploth
parplothexport,17,parplothexport,python,use Matplotlib,parallel version of plothexport
plot,17,plot,python,use Matplotlib,"crude plot of expression expr, X goes from a to b, with Y ranging from Ymin to Ymax"
plotarc,17,plotarc,python,use Matplotlib,"if the cursor is at position (x1,y1), draws the ellipse that fits inside the box with diagonal (x1,y1) and (x2,y2) in re…"
plotbox,17,plotbox,python,use Matplotlib,"if the cursor is at position (x1,y1), draw a box with diagonal (x1,y1) and (x2,y2) in rectwindow w (cursor does not move…"
plotclip,17,plotclip,python,use Matplotlib,clip the contents of the rectwindow to the bounding box (except strings)
plotcolor,17,plotcolor,python,use Matplotlib,"in rectwindow w, set default color to c"
plotcopy,17,plotcopy,python,use Matplotlib,"copy the contents of rectwindow sourcew to rectwindow destw with offset (dx,dy)"
plotcursor,17,plotcursor,python,use Matplotlib,current position of cursor in rectwindow w
plotdraw,17,plotdraw,python,use Matplotlib,draw rectwindow w
plotexport,17,plotexport,python,use Matplotlib,"draw vector of rectwindows list as in plotdraw, returning the resulting picture as a character string; fmt is either ""ps…"
ploth,17,ploth,python,use Matplotlib,"plot of expression expr, X goes from a to b in high resolution"
plothexport,17,plothexport,python,use Matplotlib,"plot of expression expr, X goes from a to b in high resolution, returning the resulting picture as a character string wh…"
plothraw,17,plothraw,python,use Matplotlib,plot in high resolution points whose x (resp
plothrawexport,17,plothrawexport,python,use Matplotlib,plot in high resolution points whose x (resp
plothsizes,17,plothsizes,python,use Matplotlib,"returns array of 8 elements: terminal width and height, sizes for ticks in horizontal and vertical directions, width and…"
plotinit,17,plotinit,python,use Matplotlib,"initialize rectwindow w to size x,y"
plotkill,17,plotkill,python,use Matplotlib,erase the rectwindow w
plotlines,17,plotlines,python,use Matplotlib,draws an open polygon in rectwindow w where X and Y contain the x (resp
plotlinetype,17,plotlinetype,python,use Matplotlib,this function is obsolete; no graphing engine implement this functionality
plotmove,17,plotmove,python,use Matplotlib,"move cursor to position x,y in rectwindow w"
plotpoints,17,plotpoints,python,use Matplotlib,draws in rectwindow w the points whose x (resp y) coordinates are in X (resp Y)
plotpointsize,17,plotpointsize,python,use Matplotlib,"change the ""size"" of following points in rectwindow w"
plotpointtype,17,plotpointtype,python,use Matplotlib,this function is obsolete; no graphing engine implement this functionality
plotrbox,17,plotrbox,python,use Matplotlib,"if the cursor is at (x1,y1), draw a box with diagonal (x1,y1)-(x1+dx,y1+dy) in rectwindow w (cursor does not move)"
plotrecth,17,plotrecth,python,use Matplotlib,"writes to rectwindow w the curve output of ploth(w,X=a,b,expr,flag,n)"
plotrecthraw,17,plotrecthraw,python,use Matplotlib,"plot graph(s) for data in rectwindow w, where data is a vector of vectors"
plotrline,17,plotrline,python,use Matplotlib,"if the cursor is at (x1,y1), draw a line from (x1,y1) to (x1+dx,y1+dy) (and move the cursor) in the rectwindow w"
plotrmove,17,plotrmove,python,use Matplotlib,"move cursor to position (dx,dy) relative to the present position in the rectwindow w"
plotrpoint,17,plotrpoint,python,use Matplotlib,"draw a point (and move cursor) at position dx,dy relative to present position of the cursor in rectwindow w"
plotscale,17,plotscale,python,use Matplotlib,scale the coordinates in rectwindow w so that x goes from x1 to x2 and y from y1 to y2 (y2<y1 is allowed)
plotstring,17,plotstring,python,use Matplotlib,draw in rectwindow w the string corresponding to x
psdraw,17,psdraw,python,use Matplotlib,obsolete function
psploth,17,psploth,python,use Matplotlib,obsolete function
